Customer Key,Product Key,BU Key,Scenario Key,Revenue,Material Costs,Labor Costs Variable,Taxes,Rev for Exp Travel,Travel Expenses,Cost Third Party,Subscription Revenue,YearPeriod
10021,10,72,1,-12000,0,0,0,0,0,0,0,201404
10021,10,72,1,36000,0,0,0,0,0,0,0,201405
10021,10,72,1,-36000,0,0,0,0,0,0,0,201405
10021,10,72,1,36000,0,0,0,0,0,0,0,201405
10021,10,72,1,12000,0,0,0,0,0,0,0,201405
10021,10,72,1,-12000,0,0,0,0,0,0,0,201405
10021,10,72,1,36000,0,0,0,0,0,0,0,201406
10021,10,72,1,-36000,0,0,0,0,0,0,0,201406
10021,10,72,1,36000,0,0,0,0,0,0,0,201406
10021,10,72,1,12000,0,0,0,0,0,0,0,201406
10021,10,72,1,-12000,0,0,0,0,0,0,0,201406
10021,10,72,1,36000,0,0,0,0,0,0,0,201407
10021,10,72,1,-36000,0,0,0,0,0,0,0,201407
10021,10,72,1,36000,0,0,0,0,0,0,0,201407
10021,10,72,1,12000,0,0,0,0,0,0,0,201407
10021,10,72,1,-12000,0,0,0,0,0,0,0,201407
10021,10,72,1,36000,0,0,0,0,0,0,0,201408
10021,10,72,1,-36000,0,0,0,0,0,0,0,201408
10021,10,72,1,36000,0,0,0,0,0,0,0,201408
10021,10,72,1,12000,0,0,0,0,0,0,0,201408
10021,10,72,1,-12000,0,0,0,0,0,0,0,201408
10021,10,72,1,36000,0,0,0,0,0,0,0,201409
10021,10,72,1,-36000,0,0,0,0,0,0,0,201409
10021,10,72,1,36000,0,0,0,0,0,0,0,201409
10021,10,72,1,12000,0,0,0,0,0,0,0,201409
10021,10,72,1,-12000,0,0,0,0,0,0,0,201409
10021,10,72,1,36000,0,0,0,0,0,0,0,201410
10021,10,72,1,-36000,0,0,0,0,0,0,0,201410
10021,10,72,1,36000,0,0,0,0,0,0,0,201410
10021,10,72,1,12000,0,0,0,0,0,0,0,201410
10021,10,72,1,-12000,0,0,0,0,0,0,0,201410
10021,10,72,2,42000,0,0,0,0,0,0,0,201408
10021,10,72,2,-42000,0,0,0,0,0,0,0,201408
10021,10,72,2,42000,0,0,0,0,0,0,0,201408
10021,10,72,2,42000,0,0,0,0,0,0,0,201409
10021,10,72,2,-42000,0,0,0,0,0,0,0,201409
10021,10,72,2,42000,0,0,0,0,0,0,0,201409
10021,10,72,2,42000,0,0,0,0,0,0,0,201410
10021,10,72,2,-42000,0,0,0,0,0,0,0,201410
10021,10,72,2,42000,0,0,0,0,0,0,0,201410
10021,10,72,2,42000,0,0,0,0,0,0,0,201411
10021,10,72,2,-42000,0,0,0,0,0,0,0,201411
10021,10,72,2,42000,0,0,0,0,0,0,0,201403
10021,10,72,2,-42000,0,0,0,0,0,0,0,201403
10021,10,72,2,42000,0,0,0,0,0,0,0,201403
10021,10,72,2,42000,0,0,0,0,0,0,0,201404
10021,10,72,2,-42000,0,0,0,0,0,0,0,201404
10021,10,72,2,42000,0,0,0,0,0,0,0,201404
10021,10,72,2,42000,0,0,0,0,0,0,0,201405
10021,10,72,2,-42000,0,0,0,0,0,0,0,201405
10021,10,72,2,42000,0,0,0,0,0,0,0,201405
10021,10,72,2,42000,0,0,0,0,0,0,0,201406
10021,10,72,2,-42000,0,0,0,0,0,0,0,201406
10021,10,72,2,42000,0,0,0,0,0,0,0,201406
10021,10,72,2,42000,0,0,0,0,0,0,0,201407
10021,10,72,2,-42000,0,0,0,0,0,0,0,201407
10021,10,72,2,42000,0,0,0,0,0,0,0,201407
1045,82,159,1,2292,0,0,0,0,0,0,0,201408
1045,82,159,1,2292,0,0,0,0,0,0,0,201409
1045,82,159,1,2292,0,0,0,0,0,0,0,201410
1045,82,159,1,2292,0,0,0,0,0,0,0,201411
1045,82,159,2,2674,0,0,0,0,0,0,0,201409
1045,82,159,2,2674,0,0,0,0,0,0,0,201411
1045,82,159,2,2674,0,0,0,0,0,0,0,201408
1024,80,159,1,1769.976,0,0,0,0,0,0,0,201407
1024,80,159,1,-1769.976,0,0,0,0,0,0,0,201407
1024,80,159,1,1769.976,0,0,0,0,0,0,0,201407
1002,80,159,1,587.448,0,0,0,0,0,0,0,201408
1000,80,159,1,-1739.124,0,0,0,0,0,0,0,201408
1010,80,159,1,-55.104,0,0,0,0,0,0,0,201409
1010,80,159,1,2522.676,0,0,0,0,0,0,0,201409
1000,80,159,1,-1739.124,0,0,0,0,0,0,0,201409
1000,80,159,1,1739.124,0,0,0,0,0,0,0,201409
1032,80,159,1,-76.44,0,0,0,0,0,0,0,201409
1002,80,159,1,587.448,0,0,0,0,0,0,0,201409
1002,80,159,1,-587.448,0,0,0,0,0,0,0,201409
1044,80,159,1,1565.232,0,0,0,0,0,0,0,201409
1017,80,159,1,8556.528,0,0,0,0,0,0,0,201409
1024,80,159,1,2990.712,0,0,0,0,0,0,0,201409
1025,80,159,1,2173.908,0,0,0,0,0,0,0,201409
1000,80,159,1,2456.64,0,0,0,0,0,0,0,201409
1001,80,159,1,4493.208,0,0,0,0,0,0,0,201409
1001,80,159,1,480.648,0,0,0,0,0,0,0,201409
1000,80,159,1,965.112,0,0,0,0,0,0,0,201409
1017,80,159,1,1204.44,0,0,0,0,0,0,0,201409
1024,80,159,2,2064.972,0,0,0,0,0,0,0,201407
1024,80,159,2,-2064.972,0,0,0,0,0,0,0,201407
1024,80,159,2,2064.972,0,0,0,0,0,0,0,201407
1000,80,159,2,-2028.978,0,0,0,0,0,0,0,201408
1002,80,159,2,685.356,0,0,0,0,0,0,0,201408
1044,80,159,2,1826.104,0,0,0,0,0,0,0,201409
1017,80,159,2,9982.616,0,0,0,0,0,0,0,201409
1024,80,159,2,3489.164,0,0,0,0,0,0,0,201409
1025,80,159,2,2536.226,0,0,0,0,0,0,0,201409
1000,80,159,2,2866.08,0,0,0,0,0,0,0,201409
1001,80,159,2,5242.076,0,0,0,0,0,0,0,201409
1001,80,159,2,560.756,0,0,0,0,0,0,0,201409
1000,80,159,2,1125.964,0,0,0,0,0,0,0,201409
1017,80,159,2,1405.18,0,0,0,0,0,0,0,201409
1010,80,159,2,-64.288,0,0,0,0,0,0,0,201409
1010,80,159,2,2943.122,0,0,0,0,0,0,0,201409
1000,80,159,2,-2028.978,0,0,0,0,0,0,0,201409
1000,80,159,2,2028.978,0,0,0,0,0,0,0,201409
1002,80,159,2,685.356,0,0,0,0,0,0,0,201409
1002,80,159,2,-685.356,0,0,0,0,0,0,0,201409
1002,80,159,1,-5317.56,0,0,0,0,0,0,0,201411
1031,80,159,1,-94.632,0,0,0,0,0,0,0,201411
1031,80,159,1,94.632,0,0,0,0,0,0,0,201411
1031,80,159,1,-94.632,0,0,0,0,0,0,0,201411
1015,80,159,1,-1386.72,0,0,0,0,0,0,0,201411
1002,80,159,1,587.448,0,0,0,0,0,0,0,201411
1002,80,159,1,-587.448,0,0,0,0,0,0,0,201411
1044,80,159,1,1565.232,0,0,0,0,0,0,0,201411
1044,80,159,1,-1565.232,0,0,0,0,0,0,0,201411
1044,80,159,1,1565.232,0,0,0,0,0,0,0,201411
1044,80,159,1,-1565.232,0,0,0,0,0,0,0,201411
1017,80,159,1,8556.528,0,0,0,0,0,0,0,201411
1017,80,159,1,-8556.528,0,0,0,0,0,0,0,201411
1017,80,159,1,8556.528,0,0,0,0,0,0,0,201411
1017,80,159,1,-8556.528,0,0,0,0,0,0,0,201411
1024,80,159,1,2990.712,0,0,0,0,0,0,0,201411
1024,80,159,1,-2990.712,0,0,0,0,0,0,0,201411
1024,80,159,1,2990.712,0,0,0,0,0,0,0,201411
1024,80,159,1,-2990.712,0,0,0,0,0,0,0,201411
1025,80,159,1,2173.908,0,0,0,0,0,0,0,201411
1025,80,159,1,-2173.908,0,0,0,0,0,0,0,201411
1025,80,159,1,2173.908,0,0,0,0,0,0,0,201411
1025,80,159,1,-2173.908,0,0,0,0,0,0,0,201411
1000,80,159,1,2456.64,0,0,0,0,0,0,0,201411
1000,80,159,1,-2456.64,0,0,0,0,0,0,0,201411
1000,80,159,1,2456.64,0,0,0,0,0,0,0,201411
1000,80,159,1,-2456.64,0,0,0,0,0,0,0,201411
1001,80,159,1,4493.208,0,0,0,0,0,0,0,201411
1001,80,159,1,-4493.208,0,0,0,0,0,0,0,201411
1001,80,159,1,4493.208,0,0,0,0,0,0,0,201411
1001,80,159,1,-4493.208,0,0,0,0,0,0,0,201411
1017,80,159,1,-2366.604,0,0,0,0,0,0,0,201411
1017,80,159,1,2366.604,0,0,0,0,0,0,0,201411
1017,80,159,1,-3571.044,0,0,0,0,0,0,0,201411
1017,80,159,1,-6825.984,0,0,0,0,0,0,0,201411
1017,80,159,1,6825.984,0,0,0,0,0,0,0,201411
1017,80,159,1,-6825.984,0,0,0,0,0,0,0,201411
1017,80,159,1,-2850.396,0,0,0,0,0,0,0,201411
1017,80,159,1,2850.396,0,0,0,0,0,0,0,201411
1017,80,159,1,-2850.396,0,0,0,0,0,0,0,201411
1022,80,159,1,-8200.164,0,0,0,0,0,0,0,201411
1052,80,159,1,-2203.728,0,0,0,0,0,0,0,201411
1052,80,159,1,2203.728,0,0,0,0,0,0,0,201411
1052,80,159,1,-2203.728,0,0,0,0,0,0,0,201411
1009,80,159,1,-249,0,0,0,0,0,0,0,201411
1009,80,159,1,249,0,0,0,0,0,0,0,201411
1009,80,159,1,-249,0,0,0,0,0,0,0,201411
1002,80,159,2,685.356,0,0,0,0,0,0,0,201411
1002,80,159,2,-685.356,0,0,0,0,0,0,0,201411
1044,80,159,2,1826.104,0,0,0,0,0,0,0,201411
1044,80,159,2,-1826.104,0,0,0,0,0,0,0,201411
1044,80,159,2,1826.104,0,0,0,0,0,0,0,201411
1044,80,159,2,-1826.104,0,0,0,0,0,0,0,201411
1017,80,159,2,9982.616,0,0,0,0,0,0,0,201411
1017,80,159,2,-9982.616,0,0,0,0,0,0,0,201411
1017,80,159,2,9982.616,0,0,0,0,0,0,0,201411
1017,80,159,2,-9982.616,0,0,0,0,0,0,0,201411
1024,80,159,2,3489.164,0,0,0,0,0,0,0,201411
1024,80,159,2,-3489.164,0,0,0,0,0,0,0,201411
1024,80,159,2,3489.164,0,0,0,0,0,0,0,201411
1024,80,159,2,-3489.164,0,0,0,0,0,0,0,201411
1025,80,159,2,2536.226,0,0,0,0,0,0,0,201411
1025,80,159,2,-2536.226,0,0,0,0,0,0,0,201411
1025,80,159,2,2536.226,0,0,0,0,0,0,0,201411
1025,80,159,2,-2536.226,0,0,0,0,0,0,0,201411
1000,80,159,2,2866.08,0,0,0,0,0,0,0,201411
1000,80,159,2,-2866.08,0,0,0,0,0,0,0,201411
1000,80,159,2,2866.08,0,0,0,0,0,0,0,201411
1000,80,159,2,-2866.08,0,0,0,0,0,0,0,201411
1001,80,159,2,5242.076,0,0,0,0,0,0,0,201411
1001,80,159,2,-5242.076,0,0,0,0,0,0,0,201411
1001,80,159,2,5242.076,0,0,0,0,0,0,0,201411
1001,80,159,2,-5242.076,0,0,0,0,0,0,0,201411
1017,80,159,2,-2761.038,0,0,0,0,0,0,0,201411
1017,80,159,2,2761.038,0,0,0,0,0,0,0,201411
1017,80,159,2,-4166.218,0,0,0,0,0,0,0,201411
1017,80,159,2,-7963.648,0,0,0,0,0,0,0,201411
1017,80,159,2,7963.648,0,0,0,0,0,0,0,201411
1017,80,159,2,-7963.648,0,0,0,0,0,0,0,201411
1017,80,159,2,-3325.462,0,0,0,0,0,0,0,201411
